task,worker,label,source
38982,15,3,random_label3
38983,182,5,random_label1
38983,505,4,random_label2
38983,15,4,random_label3
38984,182,3,random_label1
38984,505,3,random_label2
38984,15,3,random_label3
38985,182,9,random_label1
38985,505,9,random_label2
38985,15,1,random_label3
38986,182,9,random_label1
38986,505,9,random_label2
38986,15,9,random_label3
38987,182,8,random_label1
38987,505,8,random_label2
38987,15,2,random_label3
38988,182,5,random_label1
38988,505,5,random_label2
38988,15,2,random_label3
38989,182,0,random_label1
38989,505,2,random_label2
38989,15,2,random_label3
38990,505,5,random_label1
38990,147,5,random_label2
38990,478,5,random_label3
38991,505,3,random_label1
38991,147,2,random_label2
38991,478,7,random_label3
38992,505,9,random_label1
38992,147,6,random_label2
38992,478,3,random_label3
38993,505,6,random_label1
38993,147,6,random_label2
38993,478,6,random_label3
38994,505,3,random_label1
38994,147,3,random_label2
38994,478,3,random_label3
38995,505,5,random_label1
38995,147,5,random_label2
38995,478,4,random_label3
38996,505,2,random_label1
38996,147,2,random_label2
38996,478,2,random_label3
38997,505,5,random_label1
38997,147,3,random_label2
38997,478,5,random_label3
38998,505,1,random_label1
38998,147,2,random_label2
38998,478,9,random_label3
38999,505,3,random_label1
38999,147,3,random_label2
38999,478,3,random_label3
39000,25,1,random_label1
39000,86,6,random_label2
39000,157,6,random_label3
39001,25,2,random_label1
39001,86,2,random_label2
39001,157,2,random_label3
39002,25,0,random_label1
39002,86,5,random_label2
39002,157,5,random_label3
39003,25,4,random_label1
39003,86,4,random_label2
39003,157,4,random_label3
39004,25,5,random_label1
39004,86,5,random_label2
39004,157,5,random_label3
39005,25,4,random_label1
39005,86,4,random_label2
39005,157,4,random_label3
39006,25,0,random_label1
39006,86,2,random_label2
39006,157,2,random_label3
39007,25,6,random_label1
39007,86,6,random_label2
39007,157,6,random_label3
39008,25,2,random_label1
39008,86,1,random_label2
39008,157,2,random_label3
39009,25,4,random_label1
39009,86,4,random_label2
39009,157,4,random_label3
39010,157,6,random_label1
39010,682,6,random_label2
39010,334,4,random_label3
39011,157,8,random_label1
39011,682,8,random_label2
39011,334,8,random_label3
39012,157,0,random_label1
39012,682,0,random_label2
39012,334,8,random_label3
39013,157,5,random_label1
39013,682,3,random_label2
39013,334,4,random_label3
39014,157,9,random_label1
39014,682,1,random_label2
39014,334,1,random_label3
39015,157,8,random_label1
39015,682,8,random_label2
39015,334,8,random_label3
39016,157,1,random_label1
39016,682,9,random_label2
39016,334,8,random_label3
39017,157,7,random_label1
39017,682,7,random_label2
39017,334,7,random_label3
39018,157,3,random_label1
39018,682,3,random_label2
39018,334,5,random_label3
39019,157,2,random_label1
39019,682,2,random_label2
39019,334,2,random_label3
39020,437,6,random_label1
39020,0,9,random_label2
39020,664,6,random_label3
39021,437,3,random_label1
39021,0,5,random_label2
39021,664,3,random_label3
39022,437,0,random_label1
39022,0,8,random_label2
39022,664,8,random_label3
39023,437,1,random_label1
39023,0,1,random_label2
39023,664,1,random_label3
39024,437,3,random_label1
39024,0,3,random_label2
39024,664,0,random_label3
39025,437,9,random_label1
39025,0,9,random_label2
39025,664,9,random_label3
39026,437,0,random_label1
39026,0,0,random_label2
39026,664,0,random_label3
39027,437,4,random_label1
39027,0,8,random_label2
39027,664,0,random_label3
39028,437,4,random_label1
39028,0,6,random_label2
39028,664,6,random_label3
39029,437,3,random_label1
39029,0,5,random_label2
39029,664,5,random_label3
39030,32,7,random_label1
39030,661,7,random_label2
39030,145,7,random_label3
39031,32,6,random_label1
39031,661,6,random_label2
39031,145,2,random_label3
39032,32,8,random_label1
39032,661,8,random_label2
39032,145,8,random_label3
39033,32,3,random_label1
39033,661,3,random_label2
39033,145,3,random_label3
39034,32,6,random_label1
39034,661,3,random_label2
39034,145,4,random_label3
39035,32,8,random_label1
39035,661,8,random_label2
39035,145,8,random_label3
39036,32,4,random_label1
39036,661,4,random_label2
39036,145,4,random_label3
39037,32,0,random_label1
39037,661,0,random_label2
39037,145,0,random_label3
39038,32,8,random_label1
39038,661,8,random_label2
39038,145,8,random_label3
39039,32,1,random_label1
39039,661,1,random_label2
39039,145,1,random_label3
39040,701,1,random_label1
39040,111,1,random_label2
39040,71,1,random_label3
39041,701,9,random_label1
39041,111,9,random_label2
39041,71,9,random_label3
39042,701,5,random_label1
39042,111,3,random_label2
39042,71,5,random_label3
39043,701,9,random_label1
39043,111,9,random_label2
39043,71,9,random_label3
39044,701,0,random_label1
39044,111,0,random_label2
39044,71,0,random_label3
39045,701,3,random_label1
39045,111,0,random_label2
39045,71,3,random_label3
39046,701,6,random_label1
39046,111,3,random_label2
39046,71,6,random_label3
39047,701,4,random_label1
39047,111,4,random_label2
39047,71,4,random_label3
39048,701,9,random_label1
39048,111,9,random_label2
39048,71,9,random_label3
39049,701,0,random_label1
39049,111,5,random_label2
39049,71,9,random_label3
39050,143,9,random_label1
39050,510,0,random_label2
39050,334,9,random_label3
39051,143,2,random_label1
39051,510,1,random_label2
39051,334,2,random_label3
39052,143,6,random_label1
39052,510,2,random_label2
39052,334,6,random_label3
39053,143,7,random_label1
39053,510,7,random_label2
39053,334,7,random_label3
39054,143,6,random_label1
39054,510,6,random_label2
39054,334,6,random_label3
39055,143,2,random_label1
39055,510,2,random_label2
39055,334,2,random_label3
39056,143,0,random_label1
39056,510,0,random_label2
39056,334,0,random_label3
39057,143,6,random_label1
39057,510,6,random_label2
39057,334,6,random_label3
39058,143,1,random_label1
39058,510,1,random_label2
39058,334,1,random_label3
39059,143,0,random_label1
39059,510,0,random_label2
39059,334,0,random_label3
39060,293,2,random_label1
39060,8,2,random_label2
39060,505,2,random_label3
39061,293,4,random_label1
39061,8,4,random_label2
39061,505,4,random_label3
39062,293,2,random_label1
39062,8,2,random_label2
39062,505,2,random_label3
39063,293,9,random_label1
39063,8,9,random_label2
39063,505,9,random_label3
39064,293,7,random_label1
39064,8,7,random_label2
39064,505,7,random_label3
39065,293,9,random_label1
39065,8,9,random_label2
39065,505,9,random_label3
39066,293,5,random_label1
39066,8,5,random_label2
39066,505,5,random_label3
39067,293,4,random_label1
39067,8,4,random_label2
39067,505,7,random_label3
39068,293,6,random_label1
39068,8,6,random_label2
39068,505,6,random_label3
39069,293,8,random_label1
39069,8,8,random_label2
39069,505,8,random_label3
39070,475,5,random_label1
39070,94,5,random_label2
39070,207,5,random_label3
39071,475,3,random_label1
39071,94,3,random_label2
39071,207,3,random_label3
39072,475,8,random_label1
39072,94,8,random_label2
39072,207,8,random_label3
39073,475,2,random_label1
39073,94,3,random_label2
39073,207,2,random_label3
39074,475,3,random_label1
39074,94,3,random_label2
39074,207,3,random_label3
39075,475,0,random_label1
39075,94,8,random_label2
39075,207,8,random_label3
39076,475,0,random_label1
39076,94,0,random_label2
39076,207,0,random_label3
39077,475,7,random_label1
39077,94,7,random_label2
39077,207,7,random_label3
39078,475,7,random_label1
39078,94,7,random_label2
39078,207,7,random_label3
39079,475,5,random_label1
39079,94,8,random_label2
39079,207,7,random_label3
39080,701,0,random_label1
39080,391,0,random_label2
39080,146,0,random_label3
39081,701,7,random_label1
39081,391,7,random_label2
39081,146,7,random_label3
39082,701,0,random_label1
39082,391,2,random_label2
39082,146,2,random_label3
39083,701,0,random_label1
39083,391,0,random_label2
39083,146,0,random_label3
39084,701,1,random_label1
39084,391,9,random_label2
39084,146,1,random_label3
39085,701,7,random_label1
39085,391,7,random_label2
39085,146,7,random_label3
39086,701,6,random_label1
39086,391,6,random_label2
39086,146,6,random_label3
39087,701,6,random_label1
39087,391,6,random_label2
39087,146,6,random_label3
39088,701,7,random_label1
39088,391,7,random_label2
39088,146,7,random_label3
39089,701,8,random_label1
39089,391,8,random_label2
39089,146,8,random_label3
39090,601,5,random_label1
39090,213,5,random_label2
39090,434,5,random_label3
39091,601,6,random_label1
39091,213,6,random_label2
39091,434,1,random_label3
39092,601,2,random_label1
39092,213,3,random_label2
39092,434,0,random_label3
39093,601,9,random_label1
39093,213,9,random_label2
39093,434,9,random_label3
39094,601,8,random_label1
39094,213,8,random_label2
39094,434,8,random_label3
39095,601,2,random_label1
39095,213,3,random_label2
39095,434,3,random_label3
39096,601,2,random_label1
39096,213,2,random_label2
39096,434,2,random_label3
39097,601,0,random_label1
39097,213,1,random_label2
39097,434,1,random_label3
39098,601,8,random_label1
39098,213,8,random_label2
39098,434,8,random_label3
39099,601,9,random_label1
39099,213,9,random_label2
39099,434,9,random_label3
39100,471,3,random_label1
39100,15,7,random_label2
39100,682,2,random_label3
39101,471,3,random_label1
39101,15,3,random_label2
39101,682,3,random_label3
39102,471,1,random_label1
39102,15,1,random_label2
39102,682,1,random_label3
39103,471,5,random_label1
39103,15,5,random_label2
39103,682,0,random_label3
39104,471,0,random_label1
39104,15,0,random_label2
39104,682,0,random_label3
39105,471,4,random_label1
39105,15,4,random_label2
39105,682,4,random_label3
39106,471,8,random_label1
39106,15,8,random_label2
39106,682,8,random_label3
39107,471,7,random_label1
39107,15,7,random_label2
39107,682,7,random_label3
39108,471,3,random_label1
39108,15,3,random_label2
39108,682,3,random_label3
39109,471,1,random_label1
39109,15,1,random_label2
39109,682,1,random_label3
39110,618,2,random_label1
39110,524,2,random_label2
39110,55,2,random_label3
39111,618,5,random_label1
39111,524,5,random_label2
39111,55,7,random_label3
39112,618,2,random_label1
39112,524,2,random_label2
39112,55,2,random_label3
39113,618,8,random_label1
39113,524,0,random_label2
39113,55,2,random_label3
39114,618,8,random_label1
39114,524,8,random_label2
39114,55,8,random_label3
39115,618,9,random_label1
39115,524,1,random_label2
39115,55,9,random_label3
39116,618,5,random_label1
39116,524,5,random_label2
39116,55,5,random_label3
39117,618,1,random_label1
39117,524,9,random_label2
39117,55,1,random_label3
39118,618,1,random_label1
39118,524,1,random_label2
39118,55,1,random_label3
39119,618,8,random_label1
39119,524,8,random_label2
39119,55,8,random_label3
39120,574,5,random_label1
39120,552,5,random_label2
39120,541,6,random_label3
39121,574,0,random_label1
39121,552,0,random_label2
39121,541,1,random_label3
39122,574,6,random_label1
39122,552,1,random_label2
39122,541,6,random_label3
39123,574,4,random_label1
39123,552,5,random_label2
39123,541,1,random_label3
39124,574,2,random_label1
39124,552,5,random_label2
39124,541,3,random_label3
39125,574,4,random_label1
39125,552,4,random_label2
39125,541,4,random_label3
39126,574,4,random_label1
39126,552,4,random_label2
39126,541,4,random_label3
39127,574,7,random_label1
39127,552,4,random_label2
39127,541,4,random_label3
39128,574,2,random_label1
39128,552,2,random_label2
39128,541,7,random_label3
39129,574,3,random_label1
39129,552,1,random_label2
39129,541,3,random_label3
39130,71,3,random_label1
39130,376,3,random_label2
39130,425,3,random_label3
39131,71,5,random_label1
39131,376,5,random_label2
39131,425,5,random_label3
39132,71,1,random_label1
39132,376,1,random_label2
39132,425,1,random_label3
39133,71,6,random_label1
39133,376,6,random_label2
39133,425,6,random_label3
39134,71,6,random_label1
39134,376,6,random_label2
39134,425,5,random_label3
39135,71,3,random_label1
39135,376,3,random_label2
39135,425,3,random_label3
39136,71,7,random_label1
39136,376,1,random_label2
39136,425,7,random_label3
39137,71,9,random_label1
39137,376,9,random_label2
39137,425,0,random_label3
39138,71,0,random_label1
39138,376,0,random_label2
39138,425,0,random_label3
39139,71,8,random_label1
39139,376,8,random_label2
39139,425,8,random_label3
39140,199,3,random_label1
39140,701,3,random_label2
39140,661,2,random_label3
39141,199,1,random_label1
39141,701,1,random_label2
39141,661,1,random_label3
39142,199,8,random_label1
39142,701,8,random_label2
39142,661,8,random_label3
39143,199,4,random_label1
39143,701,4,random_label2
39143,661,4,random_label3
39144,199,7,random_label1
39144,701,7,random_label2
39144,661,7,random_label3
39145,199,2,random_label1
39145,701,2,random_label2
39145,661,2,random_label3
39146,199,4,random_label1
39146,701,4,random_label2
39146,661,4,random_label3
39147,199,9,random_label1
39147,701,5,random_label2
39147,661,5,random_label3
39148,199,6,random_label1
39148,701,6,random_label2
39148,661,6,random_label3
39149,199,2,random_label1
39149,701,0,random_label2
39149,661,0,random_label3
39150,701,3,random_label1
39150,661,3,random_label2
39150,662,3,random_label3
39151,701,3,random_label1
39151,661,3,random_label2
39151,662,4,random_label3
39152,701,3,random_label1
39152,661,3,random_label2
39152,662,3,random_label3
39153,701,0,random_label1
39153,661,0,random_label2
39153,662,0,random_label3
39154,701,8,random_label1
39154,661,8,random_label2
39154,662,8,random_label3
39155,701,0,random_label1
39155,661,7,random_label2
39155,662,7,random_label3
39156,701,9,random_label1
39156,661,9,random_label2
39156,662,9,random_label3
39157,701,5,random_label1
39157,661,5,random_label2
39157,662,5,random_label3
39158,701,3,random_label1
39158,661,3,random_label2
39158,662,3,random_label3
39159,701,6,random_label1
39159,661,7,random_label2
39159,662,6,random_label3
39160,660,5,random_label1
39160,533,5,random_label2
39160,71,5,random_label3
39161,660,6,random_label1
39161,533,6,random_label2
39161,71,6,random_label3
39162,660,4,random_label1
39162,533,2,random_label2
39162,71,8,random_label3
39163,660,3,random_label1
39163,533,3,random_label2
39163,71,3,random_label3
39164,660,2,random_label1
39164,533,7,random_label2
39164,71,7,random_label3
39165,660,4,random_label1
39165,533,0,random_label2
39165,71,0,random_label3
39166,660,3,random_label1
39166,533,3,random_label2
39166,71,3,random_label3
39167,660,5,random_label1
39167,533,5,random_label2
39167,71,5,random_label3
39168,660,7,random_label1
39168,533,7,random_label2
39168,71,7,random_label3
39169,660,4,random_label1
39169,533,2,random_label2
39169,71,3,random_label3
39170,334,0,random_label1
39170,205,4,random_label2
39170,301,0,random_label3
39171,334,3,random_label1
39171,205,3,random_label2
39171,301,4,random_label3
39172,334,7,random_label1
39172,205,7,random_label2
39172,301,7,random_label3
39173,334,5,random_label1
39173,205,3,random_label2
39173,301,4,random_label3
39174,334,9,random_label1
39174,205,1,random_label2
39174,301,1,random_label3
39175,334,3,random_label1
39175,205,3,random_label2
